indice_tiempo,localidad,origen_pernoctes,pernoctes,observaciones
2024-07-01,San Juan,No residentes,1197,Dato provisorio
2024-07-01,San Luis,Total,20778,Dato provisorio
2024-07-01,San Luis,Residentes,20165,Dato provisorio
2024-07-01,San Luis,No residentes,613,Dato provisorio
2024-07-01,San Martín de los Andes,Total,64630,Dato provisorio
2024-07-01,San Martín de los Andes,Residentes,49479,Dato provisorio
2024-07-01,San Martín de los Andes,No residentes,15151,Dato provisorio
2024-07-01,San Rafael,Total,52482,Dato provisorio
2024-07-01,San Rafael,Residentes,51919,Dato provisorio
2024-07-01,San Rafael,No residentes,563,Dato provisorio
2024-07-01,Santa Fe,Total,19488,Dato provisorio
2024-07-01,Santa Fe,Residentes,17475,Dato provisorio
2024-07-01,Santa Fe,No residentes,2013,Dato provisorio
2024-07-01,Santa Rosa,Total,19471,Dato provisorio
2024-07-01,Santa Rosa,Residentes,18088,Dato provisorio
2024-07-01,Santa Rosa,No residentes,1383,Dato provisorio
2024-07-01,Santiago del Estero,Total,27028,Dato provisorio
2024-07-01,Santiago del Estero,Residentes,26461,Dato provisorio
2024-07-01,Santiago del Estero,No residentes,567,Dato provisorio
2024-07-01,Tandil,Total,27675,Dato provisorio
2024-07-01,Tandil,Residentes,27639,Dato provisorio
2024-07-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-07-01,Termas,Total,150675,Dato provisorio
2024-07-01,Termas,Residentes,150513,Dato provisorio
2024-07-01,Termas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-07-01,Tucumán,Total,43761,Dato provisorio
2024-07-01,Tucumán,Residentes,42337,Dato provisorio
2024-07-01,Tucumán,No residentes,1424,Dato provisorio
2024-07-01,Ushuaia,Total,87367,Dato provisorio
2024-07-01,Ushuaia,Residentes,50343,Dato provisorio
2024-07-01,Ushuaia,No residentes,37024,Dato provisorio
2024-07-01,Valle de Uco,Total,8294,Dato provisorio
2024-07-01,Valle de Uco,Residentes,5281,Dato provisorio
2024-07-01,Valle de Uco,No residentes,3013,Dato provisorio
2024-07-01,Viedma,Total,3622,Dato provisorio
2024-07-01,Viedma,Residentes,3496,Dato provisorio
2024-07-01,Viedma,No residentes,126,Dato provisorio
2024-07-01,Villa General Belgrano,Total,60204,Dato provisorio
2024-07-01,Villa General Belgrano,Residentes,59480,Dato provisorio
2024-07-01,Villa General Belgrano,No residentes,724,Dato provisorio
2024-07-01,Villa Gesell,Total,35656,Dato provisorio
2024-07-01,Villa Gesell,Residentes,35656,Dato provisorio
2024-07-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-08-01,Bahía Blanca,Total,18640,Dato provisorio
2024-08-01,Bahía Blanca,Residentes,17367,Dato provisorio
2024-08-01,Bahía Blanca,No residentes,1273,Dato provisorio
2024-08-01,Bariloche,Total,389021,Dato provisorio
2024-08-01,Bariloche,Residentes,301098,Dato provisorio
2024-08-01,Bariloche,No residentes,87923,Dato provisorio
2024-08-01,CABA,Total,706846,Dato provisorio
2024-08-01,CABA,Residentes,350668,Dato provisorio
2024-08-01,CABA,No residentes,356178,Dato provisorio
2024-08-01,Cafayate,Total,12792,Dato provisorio
2024-08-01,Cafayate,Residentes,11395,Dato provisorio
2024-08-01,Cafayate,No residentes,1397,Dato provisorio
2024-08-01,Calafate,Total,39531,Dato provisorio
2024-08-01,Calafate,Residentes,22843,Dato provisorio
2024-08-01,Calafate,No residentes,16688,Dato provisorio
2024-08-01,Carlos Paz,Total,45390,Dato provisorio
2024-08-01,Carlos Paz,Residentes,44443,Dato provisorio
2024-08-01,Carlos Paz,No residentes,947,Dato provisorio
2024-08-01,Catamarca,Total,8255,Dato provisorio
2024-08-01,Catamarca,Residentes,7835,Dato provisorio
2024-08-01,Catamarca,No residentes,420,Dato provisorio
2024-08-01,Corrientes,Total,12359,Dato provisorio
2024-08-01,Corrientes,Residentes,10843,Dato provisorio
2024-08-01,Corrientes,No residentes,1516,Dato provisorio
2024-08-01,Córdoba,Total,83323,Dato provisorio
2024-08-01,Córdoba,Residentes,74426,Dato provisorio
2024-08-01,Córdoba,No residentes,8897,Dato provisorio
2024-08-01,Formosa,Total,8145,Dato provisorio
2024-08-01,Formosa,Residentes,6637,Dato provisorio
2024-08-01,Formosa,No residentes,1508,Dato provisorio
2024-08-01,Gualeguaychú,Total,13976,Dato provisorio
2024-08-01,Gualeguaychú,Residentes,10656,Dato provisorio
2024-08-01,Gualeguaychú,No residentes,3320,Dato provisorio
2024-08-01,Jujuy,Total,16495,Dato provisorio
2024-08-01,Jujuy,Residentes,14776,Dato provisorio
2024-08-01,Jujuy,No residentes,1719,Dato provisorio
2024-08-01,La Angostura,Total,13142,Dato provisorio
2024-08-01,La Angostura,Residentes,9512,Dato provisorio
2024-08-01,La Angostura,No residentes,3630,Dato provisorio
2024-08-01,La Falda,Total,13343,Dato provisorio
2024-08-01,La Falda,Residentes,13343,Dato provisorio
2024-08-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-08-01,La Rioja,Total,7472,Dato provisorio
2024-08-01,La Rioja,Residentes,7114,Dato provisorio
2024-08-01,La Rioja,No residentes,358,Dato provisorio
2024-08-01,Las Grutas,Total,2287,Dato provisorio
2024-08-01,Las Grutas,Residentes,2269,Dato provisorio
2024-08-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-08-01,Malargue-Las Leñas,Total,35033,Dato provisorio
2024-08-01,Malargue-Las Leñas,Residentes,33607,Dato provisorio
2024-08-01,Malargue-Las Leñas,No residentes,1426,Dato provisorio
2024-08-01,Mar Chiquita,Total,5434,Dato provisorio
2024-08-01,Mar Chiquita,Residentes,5403,Dato provisorio
2024-08-01,Mar Chiquita,No residentes,31,Dato provisorio
2024-08-01,Mar del Plata,Total,136551,Dato provisorio
2024-08-01,Mar del Plata,Residentes,135178,Dato provisorio
2024-08-01,Mar del Plata,No residentes,1373,Dato provisorio
2024-08-01,Mendoza,Total,88617,Dato provisorio
2024-08-01,Mendoza,Residentes,57791,Dato provisorio
2024-08-01,Mendoza,No residentes,30826,Dato provisorio
2024-08-01,Merlo,Total,22875,Dato provisorio
2024-08-01,Merlo,Residentes,22780,Dato provisorio
2024-08-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-08-01,Mina Clavero,Total,4100,Dato provisorio
2024-08-01,Mina Clavero,Residentes,4092,Dato provisorio
2024-08-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-08-01,Neuquén,Total,37112,Dato provisorio
2024-08-01,Neuquén,Residentes,33448,Dato provisorio
2024-08-01,Neuquén,No residentes,3664,Dato provisorio
2024-08-01,Paraná,Total,12132,Dato provisorio
2024-08-01,Paraná,Residentes,11817,Dato provisorio
2024-08-01,Paraná,No residentes,315,Dato provisorio
2024-08-01,Pinamar,Total,27817,Dato provisorio
2024-08-01,Pinamar,Residentes,27768,Dato provisorio
2024-08-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-08-01,Posadas,Total,21993,Dato provisorio
2024-08-01,Posadas,Residentes,18482,Dato provisorio
2024-08-01,Posadas,No residentes,3511,Dato provisorio
2024-08-01,Puerto Iguazú,Total,113279,Dato provisorio
2024-08-01,Puerto Iguazú,Residentes,91047,Dato provisorio
2024-08-01,Puerto Iguazú,No residentes,22232,Dato provisorio
2024-08-01,Puerto Madryn,Total,13913,Dato provisorio
2024-08-01,Puerto Madryn,Residentes,12850,Dato provisorio
2024-08-01,Puerto Madryn,No residentes,1063,Dato provisorio
2024-08-01,Rafaela,Total,6517,Dato provisorio
2024-08-01,Rafaela,Residentes,5694,Dato provisorio
2024-08-01,Rafaela,No residentes,823,Dato provisorio
2024-08-01,Resistencia,Total,19311,Dato provisorio
2024-08-01,Resistencia,Residentes,17886,Dato provisorio
2024-08-01,Resistencia,No residentes,1425,Dato provisorio
2024-08-01,Rio Gallegos,Total,11267,Dato provisorio
2024-08-01,Rio Gallegos,Residentes,10911,Dato provisorio
2024-08-01,Rio Gallegos,No residentes,356,Dato provisorio
2024-08-01,Rosario,Total,62272,Dato provisorio
2024-08-01,Rosario,Residentes,57359,Dato provisorio
2024-08-01,Rosario,No residentes,4913,Dato provisorio
2024-08-01,Río Cuarto,Total,11212,Dato provisorio
2024-08-01,Río Cuarto,Residentes,10920,Dato provisorio
2024-08-01,Río Cuarto,No residentes,292,Dato provisorio
2024-08-01,Salta,Total,86116,Dato provisorio
2024-08-01,Salta,Residentes,72017,Dato provisorio
2024-08-01,Salta,No residentes,14099,Dato provisorio
2024-08-01,San Juan,Total,16150,Dato provisorio
2024-08-01,San Juan,Residentes,14819,Dato provisorio
2024-08-01,San Juan,No residentes,1331,Dato provisorio
2024-08-01,San Luis,Total,13584,Dato provisorio
2024-08-01,San Luis,Residentes,12247,Dato provisorio
2024-08-01,San Luis,No residentes,1337,Dato provisorio
2024-08-01,San Martín de los Andes,Total,61210,Dato provisorio
2024-08-01,San Martín de los Andes,Residentes,47690,Dato provisorio
2024-08-01,San Martín de los Andes,No residentes,13520,Dato provisorio
2024-08-01,San Rafael,Total,28346,Dato provisorio
2024-08-01,San Rafael,Residentes,28069,Dato provisorio
2024-08-01,San Rafael,No residentes,277,Dato provisorio
2024-08-01,Santa Fe,Total,20787,Dato provisorio
2024-08-01,Santa Fe,Residentes,19281,Dato provisorio
2024-08-01,Santa Fe,No residentes,1506,Dato provisorio
2024-08-01,Santa Rosa,Total,12259,Dato provisorio
2024-08-01,Santa Rosa,Residentes,11472,Dato provisorio
2024-08-01,Santa Rosa,No residentes,787,Dato provisorio
2024-08-01,Santiago del Estero,Total,21163,Dato provisorio
2024-08-01,Santiago del Estero,Residentes,20817,Dato provisorio
2024-08-01,Santiago del Estero,No residentes,346,Dato provisorio
2024-08-01,Tandil,Total,21368,Dato provisorio
2024-08-01,Tandil,Residentes,21296,Dato provisorio
2024-08-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-08-01,Termas,Total,120585,Dato provisorio
2024-08-01,Termas,Residentes,120469,Dato provisorio
2024-08-01,Termas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-08-01,Tucumán,Total,32515,Dato provisorio
2024-08-01,Tucumán,Residentes,30481,Dato provisorio
2024-08-01,Tucumán,No residentes,2034,Dato provisorio
2024-08-01,Ushuaia,Total,85665,Dato provisorio
2024-08-01,Ushuaia,Residentes,52925,Dato provisorio
2024-08-01,Ushuaia,No residentes,32740,Dato provisorio
2024-08-01,Valle de Uco,Total,7078,Dato provisorio
2024-08-01,Valle de Uco,Residentes,4060,Dato provisorio
2024-08-01,Valle de Uco,No residentes,3018,Dato provisorio
2024-08-01,Viedma,Total,3240,Dato provisorio
2024-08-01,Viedma,Residentes,3215,Dato provisorio
2024-08-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-08-01,Villa General Belgrano,Total,27910,Dato provisorio
2024-08-01,Villa General Belgrano,Residentes,27501,Dato provisorio
2024-08-01,Villa General Belgrano,No residentes,409,Dato provisorio
2024-08-01,Villa Gesell,Total,19792,Dato provisorio
2024-08-01,Villa Gesell,Residentes,19792,Dato provisorio
2024-08-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-09-01,Bahía Blanca,Total,15988,Dato provisorio
2024-09-01,Bahía Blanca,Residentes,15254,Dato provisorio
2024-09-01,Bahía Blanca,No residentes,734,Dato provisorio
2024-09-01,Bariloche,Total,339547,Dato provisorio
2024-09-01,Bariloche,Residentes,290072,Dato provisorio
2024-09-01,Bariloche,No residentes,49475,Dato provisorio
2024-09-01,CABA,Total,696260,Dato provisorio
2024-09-01,CABA,Residentes,340877,Dato provisorio
2024-09-01,CABA,No residentes,355383,Dato provisorio
2024-09-01,Cafayate,Total,12985,Dato provisorio
2024-09-01,Cafayate,Residentes,11171,Dato provisorio
2024-09-01,Cafayate,No residentes,1814,Dato provisorio
2024-09-01,Calafate,Total,56281,Dato provisorio
2024-09-01,Calafate,Residentes,36312,Dato provisorio
2024-09-01,Calafate,No residentes,19969,Dato provisorio
2024-09-01,Carlos Paz,Total,60473,Dato provisorio
2024-09-01,Carlos Paz,Residentes,57570,Dato provisorio
2024-09-01,Carlos Paz,No residentes,2903,Dato provisorio
2024-09-01,Catamarca,Total,10273,Dato provisorio
2024-09-01,Catamarca,Residentes,9542,Dato provisorio
2024-09-01,Catamarca,No residentes,731,Dato provisorio
2024-09-01,Corrientes,Total,14784,Dato provisorio
2024-09-01,Corrientes,Residentes,11342,Dato provisorio
2024-09-01,Corrientes,No residentes,3442,Dato provisorio
2024-09-01,Córdoba,Total,89422,Dato provisorio
2024-09-01,Córdoba,Residentes,82077,Dato provisorio
2024-09-01,Córdoba,No residentes,7345,Dato provisorio
2024-09-01,Formosa,Total,8189,Dato provisorio
2024-09-01,Formosa,Residentes,6914,Dato provisorio
2024-09-01,Formosa,No residentes,1275,Dato provisorio
2024-09-01,Gualeguaychú,Total,16097,Dato provisorio
2024-09-01,Gualeguaychú,Residentes,12696,Dato provisorio
2024-09-01,Gualeguaychú,No residentes,3401,Dato provisorio
2024-09-01,Jujuy,Total,18160,Dato provisorio
2024-09-01,Jujuy,Residentes,16790,Dato provisorio
2024-09-01,Jujuy,No residentes,1370,Dato provisorio
2024-09-01,La Angostura,Total,10418,Dato provisorio
2024-09-01,La Angostura,Residentes,8345,Dato provisorio
2024-09-01,La Angostura,No residentes,2073,Dato provisorio
2024-09-01,La Falda,Total,16612,Dato provisorio
2024-09-01,La Falda,Residentes,16471,Dato provisorio
2024-09-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-09-01,La Rioja,Total,8167,Dato provisorio
2024-09-01,La Rioja,Residentes,7735,Dato provisorio
2024-09-01,La Rioja,No residentes,432,Dato provisorio
2024-09-01,Las Grutas,Total,2803,Dato provisorio
2024-09-01,Las Grutas,Residentes,2768,Dato provisorio
2024-09-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-09-01,Malargue-Las Leñas,Total,24328,Dato provisorio
2024-09-01,Malargue-Las Leñas,Residentes,23527,Dato provisorio
2024-09-01,Malargue-Las Leñas,No residentes,801,Dato provisorio
2024-09-01,Mar Chiquita,Total,6328,Dato provisorio
2024-09-01,Mar Chiquita,Residentes,6324,Dato provisorio
2024-09-01,Mar Chiquita,No residentes,4,Dato provisorio
2024-09-01,Mar del Plata,Total,163682,Dato provisorio
2024-09-01,Mar del Plata,Residentes,162037,Dato provisorio
2024-09-01,Mar del Plata,No residentes,1645,Dato provisorio
2024-09-01,Mendoza,Total,103912,Dato provisorio
2024-09-01,Mendoza,Residentes,59491,Dato provisorio
2024-09-01,Mendoza,No residentes,44421,Dato provisorio
2024-09-01,Merlo,Total,27554,Dato provisorio
2024-09-01,Merlo,Residentes,27485,Dato provisorio
2024-09-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-09-01,Mina Clavero,Total,4235,Dato provisorio
2024-09-01,Mina Clavero,Residentes,4235,Dato provisorio
2024-09-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-09-01,Neuquén,Total,36859,Dato provisorio
2024-09-01,Neuquén,Residentes,33155,Dato provisorio
2024-09-01,Neuquén,No residentes,3704,Dato provisorio
2024-09-01,Paraná,Total,13129,Dato provisorio
2024-09-01,Paraná,Residentes,12567,Dato provisorio
2024-09-01,Paraná,No residentes,562,Dato provisorio
2024-09-01,Pinamar,Total,40849,Dato provisorio
2024-09-01,Pinamar,Residentes,40767,Dato provisorio
2024-09-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-09-01,Posadas,Total,21051,Dato provisorio
2024-09-01,Posadas,Residentes,18184,Dato provisorio
2024-09-01,Posadas,No residentes,2867,Dato provisorio
2024-09-01,Puerto Iguazú,Total,132773,Dato provisorio
2024-09-01,Puerto Iguazú,Residentes,111749,Dato provisorio
2024-09-01,Puerto Iguazú,No residentes,21024,Dato provisorio
2024-09-01,Puerto Madryn,Total,28253,Dato provisorio
2024-09-01,Puerto Madryn,Residentes,25977,Dato provisorio
2024-09-01,Puerto Madryn,No residentes,2276,Dato provisorio
2024-09-01,Rafaela,Total,5964,Dato provisorio
2024-09-01,Rafaela,Residentes,5833,Dato provisorio
2024-09-01,Rafaela,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-09-01,Resistencia,Total,20343,Dato provisorio
2024-09-01,Resistencia,Residentes,17565,Dato provisorio
2024-09-01,Resistencia,No residentes,2778,Dato provisorio
2024-09-01,Rio Gallegos,Total,11245,Dato provisorio
2024-09-01,Rio Gallegos,Residentes,10556,Dato provisorio
2024-09-01,Rio Gallegos,No residentes,689,Dato provisorio
2024-09-01,Rosario,Total,67018,Dato provisorio
2024-09-01,Rosario,Residentes,60099,Dato provisorio
2024-09-01,Rosario,No residentes,6919,Dato provisorio
2024-09-01,Río Cuarto,Total,10021,Dato provisorio
2024-09-01,Río Cuarto,Residentes,9730,Dato provisorio
2024-09-01,Río Cuarto,No residentes,291,Dato provisorio
2024-09-01,Salta,Total,94078,Dato provisorio
2024-09-01,Salta,Residentes,79445,Dato provisorio
2024-09-01,Salta,No residentes,14633,Dato provisorio
2024-09-01,San Juan,Total,15934,Dato provisorio
2024-09-01,San Juan,Residentes,14468,Dato provisorio
2024-09-01,San Juan,No residentes,1466,Dato provisorio
2024-09-01,San Luis,Total,14477,Dato provisorio
2024-09-01,San Luis,Residentes,13653,Dato provisorio
2024-09-01,San Luis,No residentes,824,Dato provisorio
2024-09-01,San Martín de los Andes,Total,46928,Dato provisorio
2024-09-01,San Martín de los Andes,Residentes,35823,Dato provisorio
2024-09-01,San Martín de los Andes,No residentes,11105,Dato provisorio
2024-09-01,San Rafael,Total,26577,Dato provisorio
2024-09-01,San Rafael,Residentes,25784,Dato provisorio
2024-09-01,San Rafael,No residentes,793,Dato provisorio
2024-09-01,Santa Fe,Total,20603,Dato provisorio
2024-09-01,Santa Fe,Residentes,18429,Dato provisorio
2024-09-01,Santa Fe,No residentes,2174,Dato provisorio
2024-09-01,Santa Rosa,Total,11786,Dato provisorio
2024-09-01,Santa Rosa,Residentes,11077,Dato provisorio
2024-09-01,Santa Rosa,No residentes,709,Dato provisorio
2024-09-01,Santiago del Estero,Total,21607,Dato provisorio
2024-09-01,Santiago del Estero,Residentes,20074,Dato provisorio
2024-09-01,Santiago del Estero,No residentes,1533,Dato provisorio
2024-09-01,Tandil,Total,26016,Dato provisorio
2024-09-01,Tandil,Residentes,25926,Dato provisorio
2024-09-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-09-01,Termas,Total,69494,Dato provisorio
2024-09-01,Termas,Residentes,67908,Dato provisorio
2024-09-01,Termas,No residentes,1586,Dato provisorio
2024-09-01,Tucumán,Total,35519,Dato provisorio
2024-09-01,Tucumán,Residentes,34183,Dato provisorio
2024-09-01,Tucumán,No residentes,1336,Dato provisorio
2024-09-01,Ushuaia,Total,87242,Dato provisorio
2024-09-01,Ushuaia,Residentes,62596,Dato provisorio
2024-09-01,Ushuaia,No residentes,24646,Dato provisorio
2024-09-01,Valle de Uco,Total,7661,Dato provisorio
2024-09-01,Valle de Uco,Residentes,4027,Dato provisorio
2024-09-01,Valle de Uco,No residentes,3634,Dato provisorio
2024-09-01,Viedma,Total,4613,Dato provisorio
2024-09-01,Viedma,Residentes,4565,Dato provisorio
2024-09-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-09-01,Villa General Belgrano,Total,40763,Dato provisorio
2024-09-01,Villa General Belgrano,Residentes,39805,Dato provisorio
2024-09-01,Villa General Belgrano,No residentes,958,Dato provisorio
2024-09-01,Villa Gesell,Total,27431,Dato provisorio
2024-09-01,Villa Gesell,Residentes,27431,Dato provisorio
2024-09-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-10-01,Bahía Blanca,Total,17924,Dato provisorio
2024-10-01,Bahía Blanca,Residentes,17191,Dato provisorio
2024-10-01,Bahía Blanca,No residentes,733,Dato provisorio
2024-10-01,Bariloche,Total,296384,Dato provisorio
2024-10-01,Bariloche,Residentes,266447,Dato provisorio
2024-10-01,Bariloche,No residentes,29937,Dato provisorio
2024-10-01,CABA,Total,773721,Dato provisorio
2024-10-01,CABA,Residentes,370784,Dato provisorio
2024-10-01,CABA,No residentes,402937,Dato provisorio
2024-10-01,Cafayate,Total,15983,Dato provisorio
2024-10-01,Cafayate,Residentes,13983,Dato provisorio
2024-10-01,Cafayate,No residentes,2000,Dato provisorio
2024-10-01,Calafate,Total,93001,Dato provisorio
2024-10-01,Calafate,Residentes,58159,Dato provisorio
2024-10-01,Calafate,No residentes,34842,Dato provisorio
2024-10-01,Carlos Paz,Total,92443,Dato provisorio
2024-10-01,Carlos Paz,Residentes,91911,Dato provisorio
2024-10-01,Carlos Paz,No residentes,532,Dato provisorio
2024-10-01,Catamarca,Total,9879,Dato provisorio
2024-10-01,Catamarca,Residentes,9445,Dato provisorio
2024-10-01,Catamarca,No residentes,434,Dato provisorio
2024-10-01,Corrientes,Total,14727,Dato provisorio
2024-10-01,Corrientes,Residentes,11231,Dato provisorio
2024-10-01,Corrientes,No residentes,3496,Dato provisorio
2024-10-01,Córdoba,Total,105930,Dato provisorio
2024-10-01,Córdoba,Residentes,96043,Dato provisorio
2024-10-01,Córdoba,No residentes,9887,Dato provisorio
2024-10-01,Formosa,Total,7728,Dato provisorio
2024-10-01,Formosa,Residentes,6520,Dato provisorio
2024-10-01,Formosa,No residentes,1208,Dato provisorio
2024-10-01,Gualeguaychú,Total,17668,Dato provisorio
2024-10-01,Gualeguaychú,Residentes,15166,Dato provisorio
2024-10-01,Gualeguaychú,No residentes,2502,Dato provisorio
2024-10-01,Jujuy,Total,17066,Dato provisorio
2024-10-01,Jujuy,Residentes,15120,Dato provisorio
2024-10-01,Jujuy,No residentes,1946,Dato provisorio
2024-10-01,La Angostura,Total,10382,Dato provisorio
2024-10-01,La Angostura,Residentes,8613,Dato provisorio
2024-10-01,La Angostura,No residentes,1769,Dato provisorio
2024-10-01,La Falda,Total,19229,Dato provisorio
2024-10-01,La Falda,Residentes,19164,Dato provisorio
2024-10-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-10-01,La Rioja,Total,7182,Dato provisorio
2024-10-01,La Rioja,Residentes,6926,Dato provisorio
2024-10-01,La Rioja,No residentes,256,Dato provisorio
2024-10-01,Las Grutas,Total,4190,Dato provisorio
2024-10-01,Las Grutas,Residentes,4123,Dato provisorio
2024-10-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-10-01,Malargue-Las Leñas,Total,8597,Dato provisorio
2024-10-01,Malargue-Las Leñas,Residentes,8279,Dato provisorio
2024-10-01,Malargue-Las Leñas,No residentes,318,Dato provisorio
2024-10-01,Mar Chiquita,Total,8980,Dato provisorio
2024-10-01,Mar Chiquita,Residentes,8980,Dato provisorio
2024-10-01,Mar Chiquita,No residentes,0,Dato provisorio
2024-10-01,Mar del Plata,Total,306337,Dato provisorio
2024-10-01,Mar del Plata,Residentes,303954,Dato provisorio
2024-10-01,Mar del Plata,No residentes,2383,Dato provisorio
2024-10-01,Mendoza,Total,116684,Dato provisorio
2024-10-01,Mendoza,Residentes,72320,Dato provisorio
2024-10-01,Mendoza,No residentes,44364,Dato provisorio
2024-10-01,Merlo,Total,30742,Dato provisorio
2024-10-01,Merlo,Residentes,30421,Dato provisorio
2024-10-01,Merlo,No residentes,321,Dato provisorio
2024-10-01,Mina Clavero,Total,10328,Dato provisorio
2024-10-01,Mina Clavero,Residentes,10328,Dato provisorio
2024-10-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-10-01,Neuquén,Total,36698,Dato provisorio
2024-10-01,Neuquén,Residentes,32972,Dato provisorio
2024-10-01,Neuquén,No residentes,3726,Dato provisorio
2024-10-01,Paraná,Total,14391,Dato provisorio
2024-10-01,Paraná,Residentes,13968,Dato provisorio
2024-10-01,Paraná,No residentes,423,Dato provisorio
2024-10-01,Pinamar,Total,58155,Dato provisorio
2024-10-01,Pinamar,Residentes,58111,Dato provisorio
2024-10-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-10-01,Posadas,Total,25981,Dato provisorio
2024-10-01,Posadas,Residentes,23129,Dato provisorio
2024-10-01,Posadas,No residentes,2852,Dato provisorio
2024-10-01,Puerto Iguazú,Total,152071,Dato provisorio
2024-10-01,Puerto Iguazú,Residentes,124342,Dato provisorio
2024-10-01,Puerto Iguazú,No residentes,27729,Dato provisorio
2024-10-01,Puerto Madryn,Total,37213,Dato provisorio
2024-10-01,Puerto Madryn,Residentes,32017,Dato provisorio
2024-10-01,Puerto Madryn,No residentes,5196,Dato provisorio
2024-10-01,Rafaela,Total,5884,Dato provisorio
2024-10-01,Rafaela,Residentes,5783,Dato provisorio
2024-10-01,Rafaela,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-10-01,Resistencia,Total,20045,Dato provisorio
2024-10-01,Resistencia,Residentes,17289,Dato provisorio
2024-10-01,Resistencia,No residentes,2756,Dato provisorio
2024-10-01,Rio Gallegos,Total,11800,Dato provisorio
2024-10-01,Rio Gallegos,Residentes,10969,Dato provisorio
2024-10-01,Rio Gallegos,No residentes,831,Dato provisorio
2024-10-01,Rosario,Total,73651,Dato provisorio
2024-10-01,Rosario,Residentes,65839,Dato provisorio
2024-10-01,Rosario,No residentes,7812,Dato provisorio
2024-10-01,Río Cuarto,Total,11618,Dato provisorio
2024-10-01,Río Cuarto,Residentes,11276,Dato provisorio
2024-10-01,Río Cuarto,No residentes,342,Dato provisorio
2024-10-01,Salta,Total,94015,Dato provisorio
2024-10-01,Salta,Residentes,76743,Dato provisorio
2024-10-01,Salta,No residentes,17272,Dato provisorio
2024-10-01,San Juan,Total,15613,Dato provisorio
2024-10-01,San Juan,Residentes,14639,Dato provisorio
2024-10-01,San Juan,No residentes,974,Dato provisorio
2024-10-01,San Luis,Total,14158,Dato provisorio
2024-10-01,San Luis,Residentes,13704,Dato provisorio
2024-10-01,San Luis,No residentes,454,Dato provisorio
2024-10-01,San Martín de los Andes,Total,30976,Dato provisorio
2024-10-01,San Martín de los Andes,Residentes,27403,Dato provisorio
2024-10-01,San Martín de los Andes,No residentes,3573,Dato provisorio
2024-10-01,San Rafael,Total,32631,Dato provisorio
2024-10-01,San Rafael,Residentes,31611,Dato provisorio
2024-10-01,San Rafael,No residentes,1020,Dato provisorio
2024-10-01,Santa Fe,Total,23125,Dato provisorio
2024-10-01,Santa Fe,Residentes,21655,Dato provisorio
2024-10-01,Santa Fe,No residentes,1470,Dato provisorio
2024-10-01,Santa Rosa,Total,14598,Dato provisorio
2024-10-01,Santa Rosa,Residentes,13819,Dato provisorio
2024-10-01,Santa Rosa,No residentes,779,Dato provisorio
2024-10-01,Santiago del Estero,Total,19445,Dato provisorio
2024-10-01,Santiago del Estero,Residentes,18691,Dato provisorio
2024-10-01,Santiago del Estero,No residentes,754,Dato provisorio
2024-10-01,Tandil,Total,28392,Dato provisorio
2024-10-01,Tandil,Residentes,28320,Dato provisorio
2024-10-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-10-01,Termas,Total,57957,Dato provisorio
2024-10-01,Termas,Residentes,57491,Dato provisorio
2024-10-01,Termas,No residentes,466,Dato provisorio
